contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,mid_price,relative_spread,market_price,price_source,calculated_iv,expiry,option_type,time_to_expiry,underlying_price,moneyness
SPY260922P00742000,2026-09-15 19:59:20+00:00,742.0,2.26,2.05,2.08,0.71000004,45.806454,93.0,269.0,0.16602396484375004,False,REGULAR,USD,2.065,0.014527845036319733,2.065,mid,0.18093095234557982,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9796801986416719
SPY260922P00743000,2026-09-15 19:58:26+00:00,743.0,2.48,2.2,2.22,0.68000007,37.777782,278.0,224.0,0.16376568664550784,False,REGULAR,USD,2.21,0.009049773755656116,2.21,mid,0.17881231036782264,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9810005223595177
SPY260922P00744000,2026-09-15 20:11:45+00:00,744.0,2.37,2.36,2.38,0.5899999,33.146065,237.0,60.0,0.16181258117675779,False,REGULAR,USD,2.37,0.008438818565400852,2.37,mid,0.17683310321718454,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9823208460773637
SPY260922P00745000,2026-09-15 20:05:19+00:00,745.0,2.59,2.53,2.55,0.29999995,13.100435,116.0,372.0,0.15979844116210937,False,REGULAR,USD,2.54,0.007874015748031503,2.54,mid,0.17479995494186873,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9836411697952097
SPY260922P00746000,2026-09-15 19:45:23+00:00,746.0,3.17,2.68,2.76,0.77,32.083332,100.0,87.0,0.15851671569824222,False,REGULAR,USD,2.7199999999999998,0.029411764705882217,2.7199999999999998,mid,0.17269401594996447,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9849614935130555
SPY260922P00747000,2026-09-15 20:09:54+00:00,747.0,2.99,2.88,2.96,0.37000012,14.122143,89.0,188.0,0.15656361022949222,False,REGULAR,USD,2.92,0.02739726027397263,2.92,mid,0.17078879158496857,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9862818172309015
SPY260922P00748000,2026-09-15 19:58:17+00:00,748.0,3.54,3.1,3.17,0.75,26.881721,83.0,105.0,0.15448843566894532,False,REGULAR,USD,3.135,0.02232854864433807,3.135,mid,0.16890003267377615,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9876021409487473
SPY260922P00749000,2026-09-15 19:58:36+00:00,749.0,3.76,3.32,3.41,1.0699999,39.776947,100.0,130.0,0.1528099856567383,False,REGULAR,USD,3.365,0.02674591381872223,3.365,mid,0.1670012901842594,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9889224646665933
SPY260922P00750000,2026-09-15 20:10:38+00:00,750.0,3.69,3.57,3.65,0.51,16.037735,310.0,208.0,0.15070429382324224,False,REGULAR,USD,3.61,0.02216066481994462,3.61,mid,0.1650682384572923,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9902427883844392
SPY260922P00751000,2026-09-15 19:01:51+00:00,751.0,4.17,3.83,3.93,1.2,40.40404,75.0,101.0,0.1491173956298828,False,REGULAR,USD,3.88,0.025773195876288683,3.88,mid,0.16333910504281518,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9915631121022851
SPY260922P00752000,2026-09-15 19:24:07+00:00,752.0,4.57,4.12,4.22,1.0300002,29.096052,623.0,87.0,0.14734739379882814,False,REGULAR,USD,4.17,0.02398081534772174,4.17,mid,0.16164748455137015,2026-09-22,put,0.019178082191780823,757.3900146484375,0.992883435820131
SPY260922P00753000,2026-09-15 19:12:16+00:00,753.0,4.88,4.42,4.52,1.0600002,27.748695,112.0,207.0,0.14527221923828126,False,REGULAR,USD,4.47,0.02237136465324377,4.47,mid,0.15971648169308902,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9942037595379769
SPY260922P00754000,2026-09-15 20:08:06+00:00,754.0,4.88,4.76,4.85,0.8699999,21.695755,150.0,216.0,0.14347170013427735,False,REGULAR,USD,4.805,0.018730489073881345,4.805,mid,0.1581504754781723,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9955240832558229
SPY260922P00755000,2026-09-15 20:11:50+00:00,755.0,5.15,5.11,5.2,1.06,25.916868,357.0,271.0,0.141610146484375,False,REGULAR,USD,5.155,0.017458777885547984,5.155,mid,0.15642331642806528,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9968444069736688
SPY260922P00756000,2026-09-15 20:14:25+00:00,756.0,5.59,5.48,5.58,0.89000034,18.936178,514.0,479.0,0.1398706619262695,False,REGULAR,USD,5.53,0.0180831826401446,5.53,mid,0.15475933703780176,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9981647306915147
SPY260922P00757000,2026-09-15 20:05:18+00:00,757.0,6.06,5.89,5.99,0.9899998,19.526623,2089.0,304.0,0.13828376373291018,False,REGULAR,USD,5.9399999999999995,0.016835016835016925,5.9399999999999995,mid,0.15337482333630323,2026-09-22,put,0.019178082191780823,757.3900146484375,0.9994850544093606
SPY260922P00758000,2026-09-15 20:14:07+00:00,758.0,6.36,6.32,6.43,0.98,18.215612,610.0,205.0,0.13678841735839847,True,REGULAR,USD,6.375,0.017254901960784226,6.375,mid,0.15200833967924118,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0008053781272066
SPY260922P00759000,2026-09-15 19:55:44+00:00,759.0,7.53,6.73,6.94,1.7000003,29.159525,517.0,224.0,0.13626962371826173,True,REGULAR,USD,6.835000000000001,0.030724213606437446,6.835000000000001,mid,0.1506439048908651,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0021257018450525
SPY260922P00760000,2026-09-15 20:06:20+00:00,760.0,7.5,7.22,7.41,1.3200002,21.359226,1968.0,1964.0,0.1342554837036133,True,REGULAR,USD,7.3149999999999995,0.025974025974026028,7.3149999999999995,mid,0.14914733669832347,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0034460255628983
SPY260922P00761000,2026-09-15 20:13:53+00:00,761.0,7.83,7.73,7.96,1.1700001,17.56757,239.0,233.0,0.13343151733398437,True,REGULAR,USD,7.845000000000001,0.02931803696622046,7.845000000000001,mid,0.14823186491727827,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0047663492807444
SPY260922P00762000,2026-09-15 19:30:01+00:00,762.0,9.15,8.28,8.56,2.3499994,34.558815,83.0,123.0,0.1331873791503906,True,REGULAR,USD,8.42,0.03325415676959634,8.42,mid,0.14778781919479372,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0060866729985902
SPY260922P00763000,2026-09-15 19:58:48+00:00,763.0,9.71,8.79,9.16,2.13,28.100266,78.0,144.0,0.13227186096191407,True,REGULAR,USD,8.975,0.04122562674094719,8.975,mid,0.1462080296814442,2026-09-22,put,0.019178082191780823,757.3900146484375,1.007406996716436
SPY260922P00764000,2026-09-15 17:24:48+00:00,764.0,10.75,9.4,9.83,3.3600001,45.466846,99.0,224.0,0.1324549645996094,True,REGULAR,USD,9.615,0.044721788871554834,9.615,mid,0.1461195930585265,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0087273204342821
SPY260922P00765000,2026-09-15 19:57:18+00:00,765.0,11.16,10.1,10.5,3.56,46.842106,89.0,526.0,0.1320277227783203,True,REGULAR,USD,10.3,0.03883495145631071,10.3,mid,0.14658666061460973,2026-09-22,put,0.019178082191780823,757.3900146484375,1.010047644152128
SPY260922P00766000,2026-09-15 16:36:16+00:00,766.0,11.54,10.79,11.19,2.7200003,30.839006,85.0,32.0,0.13150892913818357,True,REGULAR,USD,10.989999999999998,0.036396724294813505,10.989999999999998,mid,0.14659060934334991,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0113679678699738
SPY260922P00767000,2026-09-15 20:10:23+00:00,767.0,11.8,11.49,11.91,2.9700003,33.635338,58.0,49.0,0.13114272186279297,True,REGULAR,USD,11.7,0.035897435897435895,11.7,mid,0.14653052161261437,2026-09-22,put,0.019178082191780823,757.3900146484375,1.01268829158782
SPY260922P00768000,2026-09-15 13:59:35+00:00,768.0,11.39,12.22,12.69,2.08,22.341568,24.0,34.0,0.131844619140625,True,REGULAR,USD,12.455,0.03773584905660368,12.455,mid,0.14715438350141047,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0140086153056658
SPY260922P00769000,2026-09-15 18:52:37+00:00,769.0,14.25,13.02,13.47,4.0600004,39.842987,1.0,31.0,0.13196668823242189,True,REGULAR,USD,13.245000000000001,0.033975084937712424,13.245000000000001,mid,0.14826926608383656,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0153289390235116
SPY260922P00770000,2026-09-15 17:28:48+00:00,770.0,15.26,13.0,15.34,3.96,35.044247,32.0,92.0,0.16376568664550784,True,REGULAR,USD,14.17,0.16513761467889906,14.17,mid,0.15311204661428923,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0166492627413575
SPY260922P00771000,2026-09-11 16:49:09+00:00,771.0,9.32,13.62,16.21,0.0,0.0,,3.0,0.16681741394042973,True,REGULAR,USD,14.915,0.1736506872276233,14.915,mid,0.15187222029417755,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0179695864592035
SPY260922P00773000,2026-09-15 17:38:29+00:00,773.0,18.0,15.35,18.57,4.51,33.432175,4.0,11.0,0.19043778320312502,True,REGULAR,USD,16.96,0.18985849056603776,16.96,mid,0.16679238008260727,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0206102338948952
SPY260922P00774000,2026-09-15 13:31:25+00:00,774.0,15.5,16.26,19.48,-2.6800003,-14.741475,1.0,1.0,0.19440502868652343,True,REGULAR,USD,17.87,0.18019026301063226,17.87,mid,0.1702399927943945,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0219305576127413
SPY260922P00775000,2026-09-15 19:45:22+00:00,775.0,19.91,17.22,20.41,5.13,34.70907,10.0,26.0,0.19873848144531248,True,REGULAR,USD,18.814999999999998,0.1695455753388255,18.814999999999998,mid,0.1747092831894755,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0232508813305872
SPY260922P00776000,2026-09-10 19:38:59+00:00,776.0,19.8,18.14,21.36,0.0,0.0,,10.0,0.2036212451171875,True,REGULAR,USD,19.75,0.16303797468354425,19.75,mid,0.17864206800609825,2026-09-22,put,0.019178082191780823,757.3900146484375,1.024571205048433
SPY260922P00778000,2026-09-10 13:44:22+00:00,778.0,21.19,20.07,23.29,0.0,0.0,,1.0,0.21381401428222657,True,REGULAR,USD,21.68,0.14852398523985236,21.68,mid,0.18830497975498436,2026-09-22,put,0.019178082191780823,757.3900146484375,1.027211852484125
SPY260922P00790000,2026-09-09 14:08:58+00:00,790.0,27.07,31.62,35.2,0.0,0.0,,,0.2802196002197265,True,REGULAR,USD,33.410000000000004,0.10715354684226285,33.410000000000004,mid,0.2446546054512263,2026-09-22,put,0.019178082191780823,757.3900146484375,1.043055737098276
SPY260922P00795000,2026-09-09 14:09:41+00:00,795.0,32.18,36.61,40.19,0.0,0.0,,1.0,0.30689169677734374,True,REGULAR,USD,38.4,0.09322916666666663,38.4,mid,0.2704955333530903,2026-09-22,put,0.019178082191780823,757.3900146484375,1.0496573556875055
SPY260923C00685000,2026-09-10 18:10:08+00:00,685.0,73.4,71.27,75.21,0.0,0.0,,1.0,0.5064746618652343,True,REGULAR,USD,73.24,0.05379574003276895,73.24,mid,0.33110565245151513,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9044217467244545
SPY260923C00690000,2026-09-10 13:48:56+00:00,690.0,69.08,66.28,70.23,0.0,0.0,,41.0,0.4802298071289062,True,REGULAR,USD,68.255,0.05787121822577105,68.255,mid,0.3126437526941299,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9110233653136841
SPY260923C00700000,2026-09-11 19:35:02+00:00,700.0,65.55,56.31,60.27,0.0,0.0,,0.0,0.426885614013672,True,REGULAR,USD,58.290000000000006,0.06793618116314977,58.290000000000006,mid,0.275706568956375,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9242266024921433
SPY260923C00705000,2026-09-14 14:59:23+00:00,705.0,53.91,51.34,55.3,0.0,0.0,2.0,1.0,0.4003355865478516,True,REGULAR,USD,53.32,0.07426856714178533,53.32,mid,0.2584908890724183,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9308282210813729
SPY260923C00715000,2026-09-10 14:32:51+00:00,715.0,45.01,41.42,45.27,0.0,0.0,,212.0,0.34265794067382804,True,REGULAR,USD,43.345,0.08882224016610916,43.345,mid,0.2179325294494629,2026-09-23,call,0.021917808219178082,757.3900146484375,0.944031458259832
SPY260923C00720000,2026-09-09 14:28:13+00:00,720.0,44.61,36.5,40.4,0.0,0.0,,50.0,0.3186103295898437,True,REGULAR,USD,38.45,0.10143042912873858,38.45,mid,0.20657021641731257,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9506330768490616
SPY260923C00725000,2026-09-09 14:28:17+00:00,725.0,39.79,31.72,35.47,0.0,0.0,,51.0,0.29157202575683583,True,REGULAR,USD,33.595,0.1116237535347522,33.595,mid,0.19527705520391464,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9572346954382912
SPY260923C00730000,2026-09-15 15:16:26+00:00,730.0,26.95,26.89,30.65,-8.009998,-22.911894,36.0,50.0,0.26709717285156254,True,REGULAR,USD,28.77,0.13069169273548828,28.77,mid,0.18231964021921154,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9638363140275208
SPY260923C00742000,2026-09-10 14:20:31+00:00,742.0,19.55,16.51,19.11,0.0,0.0,,1.0,0.20218693328857418,True,REGULAR,USD,17.810000000000002,0.14598540145985386,17.810000000000002,mid,0.15997237488627433,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9796801986416719
SPY260923C00743000,2026-09-15 13:49:32+00:00,743.0,17.93,16.47,17.38,-2.0699997,-10.349998,2.0,3.0,0.17591156127929689,True,REGULAR,USD,16.924999999999997,0.053766617429837536,16.924999999999997,mid,0.1573823046684265,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9810005223595177
SPY260923C00744000,2026-09-15 13:41:47+00:00,744.0,17.26,15.62,16.51,-0.6700001,-3.7367544,2.0,1.0,0.1726156958007813,True,REGULAR,USD,16.065,0.05539993775287907,16.065,mid,0.1552943658828735,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9823208460773637
SPY260923C00745000,2026-09-15 19:25:44+00:00,745.0,14.28,14.9,15.66,-2.8499994,-16.637476,1.0,1.0,0.1695639685058594,True,REGULAR,USD,15.280000000000001,0.04973821989528794,15.280000000000001,mid,0.15513234242796894,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9836411697952097
SPY260923C00746000,2026-09-10 19:36:39+00:00,746.0,16.11,14.13,14.82,0.0,0.0,,,0.166573275756836,True,REGULAR,USD,14.475000000000001,0.047668393782383384,14.475000000000001,mid,0.1538992837071419,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9849614935130555
SPY260923C00747000,2026-09-15 19:20:01+00:00,747.0,12.72,13.13,13.99,-2.6499996,-17.241377,82.0,2.0,0.16352154846191408,True,REGULAR,USD,13.56,0.06342182890855452,13.56,mid,0.14917086079716682,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9862818172309015
SPY260923C00749000,2026-09-15 16:36:49+00:00,749.0,11.68,11.57,12.37,-1.9899998,-14.557423,8.0,21.0,0.1575401629638672,True,REGULAR,USD,11.969999999999999,0.06683375104427727,11.969999999999999,mid,0.14539286643266675,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9889224646665933
SPY260923C00750000,2026-09-15 19:27:55+00:00,750.0,10.46,10.8,11.59,-4.0699997,-28.01101,20.0,36.0,0.1547630911254883,True,REGULAR,USD,11.195,0.07056721750781592,11.195,mid,0.1433964608609676,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9902427883844392
SPY260923C00753000,2026-09-15 19:42:49+00:00,753.0,8.33,8.62,9.35,-3.2200003,-27.87879,24.0,4.0,0.14655394470214844,True,REGULAR,USD,8.985,0.08124652198107964,8.985,mid,0.1375427222251892,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9942037595379769
SPY260923C00754000,2026-09-15 18:41:11+00:00,754.0,7.69,8.08,8.5,-6.78,-46.855564,19.0,2.0,0.14084721466064454,True,REGULAR,USD,8.29,0.05066344993968636,8.29,mid,0.13561353519558908,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9955240832558229
SPY260923C00755000,2026-09-15 18:41:47+00:00,755.0,7.22,7.45,7.7,-2.3300004,-24.39791,85.0,29.0,0.13581186462402345,True,REGULAR,USD,7.575,0.033003300330033,7.575,mid,0.1327117241173983,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9968444069736688
SPY260923C00756000,2026-09-15 20:10:53+00:00,756.0,6.92,6.89,7.02,-2.9300003,-29.746195,61.0,36.0,0.13288220642089843,True,REGULAR,USD,6.955,0.018691588785046714,6.955,mid,0.1314420818537474,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9981647306915147
SPY260923C00757000,2026-09-15 20:07:41+00:00,757.0,6.19,6.29,6.41,-2.9199996,-32.05269,175.0,86.0,0.13095961822509766,True,REGULAR,USD,6.35,0.018897637795275608,6.35,mid,0.1299317094683647,2026-09-23,call,0.021917808219178082,757.3900146484375,0.9994850544093606
SPY260923C00758000,2026-09-15 20:14:01+00:00,758.0,5.78,5.69,5.81,-2.2199998,-27.749998,646.0,176.0,0.1287318572998047,False,REGULAR,USD,5.75,0.020869565217391167,5.75,mid,0.12793935634195802,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0008053781272066
SPY260923C00759000,2026-09-15 20:14:40+00:00,759.0,5.19,5.14,5.23,-2.2399998,-30.148045,1528.0,70.0,0.1263209927368164,False,REGULAR,USD,5.1850000000000005,0.017357762777242186,5.1850000000000005,mid,0.12611285604536526,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0021257018450525
SPY260923C00760000,2026-09-15 20:07:52+00:00,760.0,4.52,4.61,4.7,-1.75,-27.910686,2348.0,968.0,0.12439840454101564,False,REGULAR,USD,4.655,0.019334049409237348,4.655,mid,0.1244283028692007,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0034460255628983
SPY260923C00761000,2026-09-15 20:08:18+00:00,761.0,4.05,4.11,4.2,-1.5699997,-27.935938,37.0,189.0,0.12250633361816407,False,REGULAR,USD,4.155,0.02166064981949455,4.155,mid,0.12275389939546583,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0047663492807444
SPY260923C00762000,2026-09-15 20:05:41+00:00,762.0,3.55,3.63,3.73,-1.5699999,-30.664062,54.0,161.0,0.12067529724121094,False,REGULAR,USD,3.6799999999999997,0.027173913043478288,3.6799999999999997,mid,0.12095580339431761,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0060866729985902
SPY260923C00763000,2026-09-15 20:11:16+00:00,763.0,3.24,3.19,3.29,-1.3500001,-29.411768,48.0,186.0,0.11878322631835936,False,REGULAR,USD,3.24,0.030864197530864224,3.24,mid,0.11924834832549092,2026-09-23,call,0.021917808219178082,757.3900146484375,1.007406996716436
SPY260923C00764000,2026-09-15 20:12:18+00:00,764.0,2.82,2.79,2.86,-1.4300001,-33.64706,98.0,297.0,0.11646391357421876,False,REGULAR,USD,2.825,0.024778761061946843,2.825,mid,0.11738069154322146,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0087273204342821
SPY260923C00765000,2026-09-15 20:04:11+00:00,765.0,2.37,2.43,2.48,-1.23,-34.166668,166.0,649.0,0.11454132537841799,False,REGULAR,USD,2.455,0.020366598778004,2.455,mid,0.11583901494741441,2026-09-23,call,0.021917808219178082,757.3900146484375,1.010047644152128
SPY260923C00766000,2026-09-15 20:06:27+00:00,766.0,2.03,2.08,2.14,-1.1400001,-35.962147,395.0,132.0,0.11286287536621094,False,REGULAR,USD,2.1100000000000003,0.02843601895734599,2.1100000000000003,mid,0.11412895739078523,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0113679678699738
SPY260923C00767000,2026-09-15 20:10:00+00:00,767.0,1.75,1.8,1.82,-1.1600001,-39.862545,117.0,187.0,0.1108792526245117,False,REGULAR,USD,1.81,0.011049723756906087,1.81,mid,0.11279919765889644,2026-09-23,call,0.021917808219178082,757.3900146484375,1.01268829158782
SPY260923C00768000,2026-09-15 19:53:11+00:00,768.0,1.27,1.53,1.55,-1.4300001,-52.962963,84.0,77.0,0.10944494079589843,False,REGULAR,USD,1.54,0.012987012987012998,1.54,mid,0.11148486696183682,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0140086153056658
SPY260923C00769000,2026-09-15 20:13:15+00:00,769.0,1.26,1.28,1.3,-1.03,-44.97817,40.0,189.0,0.10779700805664064,False,REGULAR,USD,1.29,0.015503875968992262,1.29,mid,0.10989221878349782,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0153289390235116
SPY260923C00770000,2026-09-15 20:14:20+00:00,770.0,1.05,1.06,1.08,-0.75,-41.666668,282.0,631.0,0.10614907531738281,False,REGULAR,USD,1.07,0.018691588785046745,1.07,mid,0.10834332957863807,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0166492627413575
SPY260923C00771000,2026-09-15 19:59:51+00:00,771.0,0.77,0.87,0.9,-0.93000007,-54.705887,26.0,45.0,0.10505045349121094,False,REGULAR,USD,0.885,0.03389830508474579,0.885,mid,0.10709770455956458,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0179695864592035
SPY260923C00772000,2026-09-15 20:03:36+00:00,772.0,0.67,0.71,0.73,-0.59,-46.825394,61.0,96.0,0.10340252075195311,False,REGULAR,USD,0.72,0.027777777777777804,0.72,mid,0.10566893875598905,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0192899101770494
SPY260923C00773000,2026-09-15 20:14:50+00:00,773.0,0.58,0.58,0.59,-0.50000006,-46.296303,484.0,99.0,0.10199872619628905,False,REGULAR,USD,0.585,0.01709401709401711,0.585,mid,0.10456250965595244,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0206102338948952
SPY260923C00774000,2026-09-15 19:43:08+00:00,774.0,0.38,0.46,0.48,-0.56,-59.574467,250.0,321.0,0.1010832080078125,False,REGULAR,USD,0.47,0.042553191489361625,0.47,mid,0.10345652669668196,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0219305576127413
SPY260923C00775000,2026-09-15 20:04:48+00:00,775.0,0.36,0.37,0.38,-0.39999998,-52.631573,664.0,302.0,0.09986251708984376,False,REGULAR,USD,0.375,0.02666666666666669,0.375,mid,0.1024703325331211,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0232508813305872
SPY260923C00776000,2026-09-15 19:25:36+00:00,776.0,0.25,0.29,0.3,-0.43,-63.235294,457.0,237.0,0.09876389526367188,False,REGULAR,USD,0.295,0.0338983050847458,0.295,mid,0.10143104761838914,2026-09-23,call,0.021917808219178082,757.3900146484375,1.024571205048433
SPY260923C00777000,2026-09-15 17:16:20+00:00,777.0,0.22,0.23,0.24,-0.32000002,-59.259262,483.0,310.0,0.0981535498046875,False,REGULAR,USD,0.235,0.042553191489361625,0.235,mid,0.10090445280075075,2026-09-23,call,0.021917808219178082,757.3900146484375,1.025891528766279
SPY260923C00778000,2026-09-15 19:25:35+00:00,778.0,0.15,0.18,0.19,-0.29999998,-66.666664,20.0,447.0,0.0976652734375,False,REGULAR,USD,0.185,0.054054054054054106,0.185,mid,0.10032893121242524,2026-09-23,call,0.021917808219178082,757.3900146484375,1.027211852484125
SPY260923C00779000,2026-09-15 20:04:59+00:00,779.0,0.14,0.14,0.15,-0.2,-58.82353,147.0,569.0,0.0971769970703125,False,REGULAR,USD,0.14500000000000002,0.06896551724137917,0.14500000000000002,mid,0.09985066831111909,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0285321762019708
SPY260923C00780000,2026-09-15 20:06:42+00:00,780.0,0.11,0.11,0.12,-0.19000001,-63.333336,413.0,466.0,0.0971769970703125,False,REGULAR,USD,0.11499999999999999,0.0869565217391304,0.11499999999999999,mid,0.09972069263458253,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0298524999198169
SPY260923C00781000,2026-09-15 16:24:14+00:00,781.0,0.12,0.09,0.1,-0.16,-57.142857,56.0,225.0,0.0976652734375,False,REGULAR,USD,0.095,0.10526315789473693,0.095,mid,0.10033131062984467,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0311728236376627
SPY260923C00782000,2026-09-15 19:42:29+00:00,782.0,0.06,0.07,0.08,-0.11,-64.70588,521.0,512.0,0.0976652734375,False,REGULAR,USD,0.07500000000000001,0.13333333333333325,0.07500000000000001,mid,0.10029234766960143,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0324931473555086
SPY260923C00783000,2026-09-15 17:26:14+00:00,783.0,0.08,0.06,0.07,-0.07000001,-46.66667,11.0,170.0,0.0991301025390625,False,REGULAR,USD,0.065,0.15384615384615397,0.065,mid,0.10166705608367921,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0338134710733544
SPY260923C00784000,2026-09-15 19:43:09+00:00,784.0,0.04,0.04,0.05,-0.089999996,-69.230774,291.0,976.0,0.0976652734375,False,REGULAR,USD,0.045,0.22222222222222227,0.045,mid,0.09995684981346131,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0351337947912005
SPY260923C00785000,2026-09-15 16:29:40+00:00,785.0,0.06,0.04,0.05,-0.040000003,-40.000004,194.0,983.0,0.100594931640625,False,REGULAR,USD,0.045,0.22222222222222227,0.045,mid,0.10323033332824705,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0364541185090463
SPY260923C00786000,2026-09-15 18:19:56+00:00,786.0,0.04,0.03,0.04,-0.060000002,-60.0,8.0,44.0,0.1010832080078125,False,REGULAR,USD,0.035,0.28571428571428575,0.035,mid,0.10315300226211546,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0377744422268922
SPY260923C00787000,2026-09-15 19:56:45+00:00,787.0,0.03,0.03,0.04,-0.17,-85.0,11.0,88.0,0.10401286621093749,False,REGULAR,USD,0.035,0.28571428571428575,0.035,mid,0.106314058303833,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0390947659447383
SPY260923C00788000,2026-09-14 15:29:41+00:00,788.0,0.08,0.02,0.03,0.0,0.0,4.0,339.0,0.10352458984374999,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.10517788648605345,2026-09-23,call,0.021917808219178082,757.3900146484375,1.0404150896625841
SPY260923C00789000,2026-09-15 18:18:26+00:00,789.0,0.03,0.02,0.03,-0.04,-57.142857,10.0,240.0,0.106454248046875,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.10821164369583128,2026-09-23,call,0.021917808219178082,757.3900146484375,1.04173541338043
SPY260923C00790000,2026-09-15 19:58:38+00:00,790.0,0.02,0.02,0.03,-0.030000001,-60.0,10.0,639.0,0.10938390625,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.11123350381851196,2026-09-23,call,0.021917808219178082,757.3900146484375,1.043055737098276
SPY260923P00550000,2026-09-15 14:41:33+00:00,550.0,0.03,0.02,0.03,-0.01,-25.0,10.0,17.0,0.6757844921875001,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.719156053161621,2026-09-23,put,0.021917808219178082,757.3900146484375,0.7261780448152554
SPY260923P00580000,2026-09-10 18:13:51+00:00,580.0,0.09,0.04,0.05,0.0,0.0,,1.0,0.6035195898437502,False,REGULAR,USD,0.045,0.22222222222222227,0.045,mid,0.6416691805362702,2026-09-23,put,0.021917808219178082,757.3900146484375,0.765787756350633
SPY260923P00615000,2026-09-15 19:56:55+00:00,615.0,0.08,0.07,0.08,0.02,33.333336,1.0,2.0,0.506840869140625,False,REGULAR,USD,0.07500000000000001,0.13333333333333325,0.07500000000000001,mid,0.5393705826282501,2026-09-23,put,0.021917808219178082,757.3900146484375,0.8119990864752401
