contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,mid_price,relative_spread,market_price,price_source,calculated_iv,expiry,option_type,time_to_expiry,underlying_price,moneyness
SPY260923P00625000,2026-09-15 17:17:06+00:00,625.0,0.1,0.08,0.09,0.009999998,11.111108,11.0,45.0,0.4804739453125,False,REGULAR,USD,0.08499999999999999,0.11764705882352937,0.08499999999999999,mid,0.5085246037960054,2026-09-23,put,0.021917808219178082,757.3900146484375,0.8252023236536993
SPY260923P00630000,2026-09-15 19:50:16+00:00,630.0,0.1,0.09,0.1,0.0,0.0,1.0,130.0,0.467778759765625,False,REGULAR,USD,0.095,0.10526315789473693,0.095,mid,0.49571582181453705,2026-09-23,put,0.021917808219178082,757.3900146484375,0.831803942242929
SPY260923P00640000,2026-09-10 19:44:43+00:00,640.0,0.19,0.1,0.11,0.0,0.0,,10.0,0.436529072265625,False,REGULAR,USD,0.10500000000000001,0.09523809523809518,0.10500000000000001,mid,0.4630412090539932,2026-09-23,put,0.021917808219178082,757.3900146484375,0.8450071794213881
SPY260923P00650000,2026-09-15 17:17:06+00:00,650.0,0.14,0.12,0.13,0.04,40.0,507.0,2.0,0.40918559570312496,False,REGULAR,USD,0.125,0.08000000000000007,0.125,mid,0.43400479104518896,2026-09-23,put,0.021917808219178082,757.3900146484375,0.8582104165998473
SPY260923P00660000,2026-09-15 17:21:23+00:00,660.0,0.17,0.14,0.15,0.019999996,13.333329,1.0,32.0,0.3794007373046875,False,REGULAR,USD,0.14500000000000002,0.06896551724137917,0.14500000000000002,mid,0.40306106255054475,2026-09-23,put,0.021917808219178082,757.3900146484375,0.8714136537783065
SPY260923P00665000,2026-09-15 19:56:18+00:00,665.0,0.17,0.15,0.16,0.0,0.0,399.0,271.0,0.36426416992187505,False,REGULAR,USD,0.155,0.06451612903225812,0.155,mid,0.3869895875692368,2026-09-23,put,0.021917808219178082,757.3900146484375,0.8780152723675361
SPY260923P00670000,2026-09-15 13:30:12+00:00,670.0,0.17,0.16,0.18,-0.049999997,-22.72727,21.0,20.0,0.35108070800781244,False,REGULAR,USD,0.16999999999999998,0.11764705882352937,0.16999999999999998,mid,0.3720422337055206,2026-09-23,put,0.021917808219178082,757.3900146484375,0.8846168909567657
SPY260923P00675000,2026-09-15 17:17:06+00:00,675.0,0.21,0.18,0.19,-0.030000001,-12.5,185.0,82.0,0.334967587890625,False,REGULAR,USD,0.185,0.054054054054054106,0.185,mid,0.35650182548761367,2026-09-23,put,0.021917808219178082,757.3900146484375,0.8912185095459952
SPY260923P00680000,2026-09-14 14:46:20+00:00,680.0,0.2,0.2,0.21,-0.049999997,-19.999998,3.0,11.0,0.32080757324218745,False,REGULAR,USD,0.20500000000000002,0.04878048780487795,0.20500000000000002,mid,0.3416215255081654,2026-09-23,put,0.021917808219178082,757.3900146484375,0.8978201281352248
SPY260923P00690000,2026-09-15 19:55:54+00:00,690.0,0.28,0.25,0.26,-0.050000012,-15.151518,511.0,12.0,0.2924875439453124,False,REGULAR,USD,0.255,0.03921568627450984,0.255,mid,0.3116543995857239,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9110233653136841
SPY260923P00695000,2026-09-15 14:02:09+00:00,695.0,0.28,0.28,0.29,-0.09,-24.324324,3.0,36.0,0.2778392529296875,False,REGULAR,USD,0.28500000000000003,0.035087719298245446,0.28500000000000003,mid,0.2962862453460694,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9176249839029137
SPY260923P00700000,2026-09-15 19:58:36+00:00,700.0,0.36,0.32,0.33,0.060000002,20.0,24.0,40.0,0.26367923828125,False,REGULAR,USD,0.325,0.030769230769230795,0.325,mid,0.281486112010479,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9242266024921433
SPY260923P00705000,2026-09-15 19:47:28+00:00,705.0,0.44,0.38,0.39,0.00999999,2.3255792,3.0,34.0,0.2507399145507812,False,REGULAR,USD,0.385,0.025974025974025997,0.385,mid,0.2680407651543617,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9308282210813729
SPY260923P00710000,2026-09-15 20:00:34+00:00,710.0,0.49,0.45,0.46,0.030000001,6.521739,639.0,577.0,0.23731231445312498,False,REGULAR,USD,0.455,0.021978021978021997,0.455,mid,0.25398686704635626,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9374298396706024
SPY260923P00715000,2026-09-15 19:44:06+00:00,715.0,0.65,0.55,0.56,0.07999998,14.035085,130.0,508.0,0.22486126708984372,False,REGULAR,USD,0.555,0.018018018018018032,0.555,mid,0.24089392560422423,2026-09-23,put,0.021917808219178082,757.3900146484375,0.944031458259832
SPY260923P00718000,2026-09-15 19:43:50+00:00,718.0,0.74,0.63,0.64,0.060000002,8.823529,309.0,17.0,0.21778125976562498,False,REGULAR,USD,0.635,0.015748031496063006,0.635,mid,0.2335145711362362,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9479924294133698
SPY260923P00719000,2026-09-15 19:00:32+00:00,719.0,0.75,0.66,0.67,0.029999971,4.1666627,457.0,146.0,0.2153398779296875,False,REGULAR,USD,0.665,0.015037593984962419,0.665,mid,0.23107097858488557,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9493127531312157
SPY260923P00720000,2026-09-15 17:17:06+00:00,720.0,0.81,0.7,0.71,0.17000002,26.562504,45.0,375.0,0.21363091064453127,False,REGULAR,USD,0.705,0.014184397163120581,0.705,mid,0.2292275928020477,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9506330768490616
SPY260923P00721000,2026-09-15 17:17:06+00:00,721.0,0.85,0.73,0.74,0.13,18.055555,537.0,97.0,0.21094539062499998,False,REGULAR,USD,0.735,0.01360544217687076,0.735,mid,0.22650744023025038,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9519534005669076
SPY260923P00722000,2026-09-15 17:17:06+00:00,722.0,0.89,0.77,0.78,0.19999999,28.985504,544.0,192.0,0.20887021606445308,False,REGULAR,USD,0.775,0.012903225806451623,0.775,mid,0.22434547399282456,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9532737242847534
SPY260923P00723000,2026-09-15 19:39:52+00:00,723.0,0.93,0.81,0.82,0.13999999,17.721516,2.0,50.0,0.20667297241210933,False,REGULAR,USD,0.815,0.012269938650306624,0.815,mid,0.22202250392884018,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9545940480025994
SPY260923P00724000,2026-09-15 17:53:47+00:00,724.0,0.97,0.85,0.86,0.23000002,31.081083,245.0,178.0,0.20423159057617185,False,REGULAR,USD,0.855,0.01169590643274855,0.855,mid,0.21954680001735688,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9559143717204454
SPY260923P00725000,2026-09-15 19:47:31+00:00,725.0,1.02,0.89,0.91,0.01999998,1.9999981,249.0,1696.0,0.20227848510742186,False,REGULAR,USD,0.9,0.02222222222222224,0.9,mid,0.21722464950084688,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9572346954382912
SPY260923P00726000,2026-09-15 20:11:38+00:00,726.0,0.94,0.94,0.95,0.060000002,6.818182,91.0,94.0,0.19959296508789062,False,REGULAR,USD,0.945,0.010582010582010592,0.945,mid,0.21474075011461977,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9585550191561372
SPY260923P00727000,2026-09-15 17:17:06+00:00,727.0,1.15,0.99,1.01,0.20999998,22.340424,93.0,80.0,0.19788399780273438,False,REGULAR,USD,1.0,0.020000000000000018,1.0,mid,0.21265559782683852,2026-09-23,put,0.021917808219178082,757.3900146484375,0.959875342873983
SPY260923P00728000,2026-09-15 19:39:52+00:00,728.0,1.21,1.04,1.06,0.27000004,28.723408,140.0,113.0,0.19544261596679688,False,REGULAR,USD,1.05,0.019047619047619063,1.05,mid,0.2101157456994057,2026-09-23,put,0.021917808219178082,757.3900146484375,0.961195666591829
SPY260923P00729000,2026-09-15 18:56:03+00:00,729.0,1.27,1.1,1.12,0.28999996,29.591833,81.0,38.0,0.19324537231445313,False,REGULAR,USD,1.11,0.018018018018018032,1.11,mid,0.20792680889964105,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9625159903096749
SPY260923P00730000,2026-09-15 20:06:57+00:00,730.0,1.21,1.17,1.18,0.20000005,19.801985,432.0,677.0,0.19098709411621095,False,REGULAR,USD,1.1749999999999998,0.00851063829787235,1.1749999999999998,mid,0.2057915152072907,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9638363140275208
SPY260923P00731000,2026-09-15 19:56:16+00:00,731.0,1.41,1.23,1.25,0.26999998,23.68421,79.0,200.0,0.1889729541015625,False,REGULAR,USD,1.24,0.01612903225806453,1.24,mid,0.2034548363491893,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9651566377453668
SPY260923P00732000,2026-09-15 19:35:04+00:00,732.0,1.47,1.31,1.33,0.34000003,30.0885,47.0,471.0,0.1871419177246094,False,REGULAR,USD,1.32,0.015151515151515164,1.32,mid,0.2016057137340307,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9664769614632126
SPY260923P00733000,2026-09-15 20:04:11+00:00,733.0,1.44,1.39,1.41,0.34000003,30.909094,77.0,69.0,0.18506674316406246,False,REGULAR,USD,1.4,0.0142857142857143,1.4,mid,0.19952153000235556,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9677972851810586
SPY260923P00734000,2026-09-15 19:59:33+00:00,734.0,1.64,1.47,1.49,0.43999994,36.66666,77.0,133.0,0.1828694995117187,False,REGULAR,USD,1.48,0.013513513513513526,1.48,mid,0.19721413134038446,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9691176088989045
SPY260923P00735000,2026-09-15 20:07:14+00:00,735.0,1.61,1.56,1.58,0.16999996,11.8055525,108.0,197.0,0.18073329040527342,False,REGULAR,USD,1.57,0.012738853503184724,1.57,mid,0.19509604814499618,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9704379326167504
SPY260923P00736000,2026-09-15 19:16:44+00:00,736.0,1.81,1.65,1.67,0.3499999,23.972597,39.0,159.0,0.17847501220703127,False,REGULAR,USD,1.66,0.012048192771084348,1.66,mid,0.19274394689351318,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9717582563345963
SPY260923P00737000,2026-09-15 17:30:29+00:00,737.0,2.04,1.76,1.78,0.5799999,39.72602,116.0,96.0,0.17664397583007813,False,REGULAR,USD,1.77,0.011299435028248598,1.77,mid,0.19091374837458136,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9730785800524423
SPY260923P00738000,2026-09-15 18:23:00+00:00,738.0,2.03,1.87,1.89,0.39999998,24.539875,56.0,60.0,0.17456880126953128,False,REGULAR,USD,1.88,0.010638297872340318,1.88,mid,0.1888141422495246,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9743989037702881
SPY260923P00739000,2026-09-15 19:14:50+00:00,739.0,2.19,1.98,2.01,0.49,28.823528,117.0,31.0,0.1726156958007813,False,REGULAR,USD,1.9949999999999999,0.01503759398496231,1.9949999999999999,mid,0.18662997372597454,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9757192274881341
SPY260923P00740000,2026-09-15 20:12:16+00:00,740.0,2.1,2.11,2.13,0.20999992,11.111107,189.0,154.0,0.17035741760253909,False,REGULAR,USD,2.12,0.009433962264150952,2.12,mid,0.18451993699669833,2026-09-23,put,0.021917808219178082,757.3900146484375,0.97703955120598
SPY260923P00741000,2026-09-15 20:13:12+00:00,741.0,2.24,2.25,2.27,0.40999997,22.40437,149.0,116.0,0.16846534667968754,False,REGULAR,USD,2.26,0.008849557522123902,2.26,mid,0.18261985342949624,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9783598749238259
SPY260923P00742000,2026-09-15 20:03:36+00:00,742.0,2.49,2.39,2.42,0.44000006,21.463419,240.0,129.0,0.166573275756836,False,REGULAR,USD,2.4050000000000002,0.012474012474012391,2.4050000000000002,mid,0.1805790312096476,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9796801986416719
SPY260923P00743000,2026-09-15 19:26:26+00:00,743.0,2.83,2.55,2.57,0.76,36.714977,12.0,84.0,0.1643760321044922,False,REGULAR,USD,2.5599999999999996,0.007812500000000009,2.5599999999999996,mid,0.17854312627464533,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9810005223595177
SPY260923P00744000,2026-09-15 19:18:01+00:00,744.0,2.99,2.71,2.74,0.68000007,29.437233,40.0,69.0,0.16248396118164063,False,REGULAR,USD,2.725,0.011009174311926696,2.725,mid,0.17649254398941994,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9823208460773637
SPY260923P00745000,2026-09-15 20:07:14+00:00,745.0,2.99,2.87,2.95,0.4100001,15.891477,185.0,341.0,0.1613243048095703,False,REGULAR,USD,2.91,0.027491408934707928,2.91,mid,0.1746919236838817,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9836411697952097
SPY260923P00746000,2026-09-15 20:13:09+00:00,746.0,3.08,3.06,3.14,0.6299999,25.714281,33.0,71.0,0.15924913024902343,False,REGULAR,USD,3.1,0.025806451612903247,3.1,mid,0.17268768308311697,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9849614935130555
SPY260923P00747000,2026-09-15 20:03:36+00:00,747.0,3.41,3.26,3.35,1.1200001,48.908306,43.0,47.0,0.1574180938720703,False,REGULAR,USD,3.3049999999999997,0.027231467473525055,3.3049999999999997,mid,0.17074367922171946,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9862818172309015
SPY260923P00748000,2026-09-15 20:01:35+00:00,748.0,3.65,3.48,3.56,0.85000014,30.35715,20.0,90.0,0.15519033294677737,False,REGULAR,USD,3.52,0.02272727272727275,3.52,mid,0.1687047568619251,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9876021409487473
SPY260923P00749000,2026-09-15 18:51:44+00:00,749.0,4.22,3.72,3.8,1.0899997,34.82427,23.0,141.0,0.15332877929687502,False,REGULAR,USD,3.76,0.021276595744680753,3.76,mid,0.1669369184553623,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9889224646665933
SPY260923P00750000,2026-09-15 20:07:00+00:00,750.0,4.1,3.97,4.05,0.5899999,16.809114,162.0,1952.0,0.15137567382812503,False,REGULAR,USD,4.01,0.01995012468827921,4.01,mid,0.16502912369146944,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9902427883844392
SPY260923P00751000,2026-09-15 17:58:03+00:00,751.0,4.74,4.24,4.33,0.9899998,26.399994,46.0,222.0,0.14966670654296876,False,REGULAR,USD,4.285,0.021003500583430538,4.285,mid,0.16333284668028353,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9915631121022851
SPY260923P00752000,2026-09-15 19:59:42+00:00,752.0,4.92,4.52,4.62,1.1400001,30.158731,37.0,52.0,0.14780515289306645,False,REGULAR,USD,4.57,0.021881838074398363,4.57,mid,0.16145861611068246,2026-09-23,put,0.021917808219178082,757.3900146484375,0.992883435820131
SPY260923P00753000,2026-09-15 19:52:18+00:00,753.0,5.52,4.83,4.93,1.78,47.593582,15.0,88.0,0.14594359924316402,False,REGULAR,USD,4.88,0.020491803278688454,4.88,mid,0.15974557562842967,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9942037595379769
SPY260923P00754000,2026-09-15 20:10:32+00:00,754.0,5.25,5.16,5.25,1.25,31.25,432.0,269.0,0.1438989419555664,False,REGULAR,USD,5.205,0.017291066282420723,5.205,mid,0.15793564228340978,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9955240832558229
SPY260923P00755000,2026-09-15 20:03:03+00:00,755.0,5.7,5.51,5.61,1.0299997,22.055668,318.0,1097.0,0.14225100921630857,False,REGULAR,USD,5.5600000000000005,0.01798561151079146,5.5600000000000005,mid,0.1563537293970585,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9968444069736688
SPY260923P00756000,2026-09-15 19:58:38+00:00,756.0,6.48,5.87,5.98,1.8299999,39.35484,107.0,128.0,0.1403284210205078,False,REGULAR,USD,5.925000000000001,0.018565400843881908,5.925000000000001,mid,0.15452278583496812,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9981647306915147
SPY260923P00757000,2026-09-15 20:11:54+00:00,757.0,6.34,6.28,6.38,1.3500004,27.054115,675.0,285.0,0.13858893646240233,False,REGULAR,USD,6.33,0.015797788309636594,6.33,mid,0.15310187677517534,2026-09-23,put,0.021917808219178082,757.3900146484375,0.9994850544093606
SPY260923P00758000,2026-09-15 20:11:54+00:00,758.0,6.73,6.7,6.81,1.02,17.863398,598.0,421.0,0.13697152099609378,True,REGULAR,USD,6.755,0.016284233900814127,6.755,mid,0.15162147601917386,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0008053781272066
SPY260923P00759000,2026-09-15 18:59:11+00:00,759.0,7.67,7.1,7.28,2.04,36.23446,923.0,134.0,0.1356897955322266,True,REGULAR,USD,7.1899999999999995,0.0250347705146037,7.1899999999999995,mid,0.14984328151270748,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0021257018450525
SPY260923P00760000,2026-09-15 19:53:27+00:00,760.0,8.61,7.58,7.76,1.9899998,30.06042,282.0,454.0,0.13404186279296876,True,REGULAR,USD,7.67,0.023468057366362413,7.67,mid,0.14853617779538036,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0034460255628983
SPY260923P00761000,2026-09-15 19:50:46+00:00,761.0,9.12,8.05,8.29,2.5699997,39.236637,41.0,93.0,0.13294324096679688,True,REGULAR,USD,8.17,0.02937576499387986,8.17,mid,0.14712949905991551,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0047663492807444
SPY260923P00762000,2026-09-15 20:06:37+00:00,762.0,8.95,8.56,8.96,2.1,30.656933,13.0,160.0,0.13434703552246097,True,REGULAR,USD,8.760000000000002,0.04566210045662104,8.760000000000002,mid,0.14721704163104296,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0060866729985902
SPY260923P00763000,2026-09-15 17:06:03+00:00,763.0,10.15,9.14,9.52,2.5399995,33.37713,16.0,89.0,0.132821171875,True,REGULAR,USD,9.33,0.040728831725616185,9.33,mid,0.14629888769462707,2026-09-23,put,0.021917808219178082,757.3900146484375,1.007406996716436
SPY260923P00764000,2026-09-15 19:55:45+00:00,764.0,10.87,9.76,10.03,3.5699997,48.904102,32.0,82.0,0.12952530639648438,True,REGULAR,USD,9.895,0.02728650833754417,9.895,mid,0.144681808771193,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0087273204342821
SPY260923P00765000,2026-09-15 20:07:52+00:00,765.0,10.72,10.34,10.69,1.6800003,18.584074,142.0,166.0,0.12903703002929687,True,REGULAR,USD,10.515,0.033285782215882034,10.515,mid,0.14377903997600078,2026-09-23,put,0.021917808219178082,757.3900146484375,1.010047644152128
SPY260923P00766000,2026-09-15 14:50:29+00:00,766.0,12.5,11.0,11.46,4.0699997,48.279945,4.0,34.0,0.13062392822265623,True,REGULAR,USD,11.23,0.04096170970614433,11.23,mid,0.14465264033153652,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0113679678699738
SPY260923P00767000,2026-09-15 16:48:54+00:00,767.0,12.47,11.66,13.21,3.1100006,33.226505,8.0,34.0,0.15583119567871095,True,REGULAR,USD,12.435,0.12464817048653001,12.435,mid,0.15751830635815858,2026-09-23,put,0.021917808219178082,757.3900146484375,1.01268829158782
SPY260923P00768000,2026-09-15 19:20:24+00:00,768.0,13.43,12.43,13.94,4.200001,45.5038,10.0,19.0,0.15631947204589847,True,REGULAR,USD,13.184999999999999,0.11452408039438755,13.184999999999999,mid,0.15866783344745639,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0140086153056658
SPY260923P00769000,2026-09-15 14:40:11+00:00,769.0,14.5,13.17,13.7,4.5,45.0,30.0,43.0,0.13086806640624998,True,REGULAR,USD,13.434999999999999,0.03944919985113505,13.434999999999999,mid,0.14580540835857392,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0153289390235116
SPY260923P00770000,2026-09-15 19:43:53+00:00,770.0,15.49,12.95,15.54,4.84,45.44601,33.0,37.0,0.15961533752441404,True,REGULAR,USD,14.245,0.18181818181818182,14.245,mid,0.147274856980145,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0166492627413575
SPY260923P00771000,2026-09-15 14:16:48+00:00,771.0,15.0,13.76,16.36,5.63,60.08538,2.0,1.0,0.1613243048095703,True,REGULAR,USD,15.059999999999999,0.17264276228419653,15.059999999999999,mid,0.14847094926685098,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0179695864592035
SPY260923P00773000,2026-09-15 19:18:34+00:00,773.0,17.7,15.44,18.68,7.1500006,67.772514,4.0,1.0,0.18253380950927733,True,REGULAR,USD,17.06,0.18991793669402113,17.06,mid,0.16127865093573923,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0206102338948952
SPY260923P00775000,2026-09-11 17:44:27+00:00,775.0,12.0,17.26,20.49,0.0,0.0,,5.0,0.18964433410644532,True,REGULAR,USD,18.875,0.17112582781456936,18.875,mid,0.16773828687667847,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0232508813305872
SPY260923P00777000,2026-09-10 16:34:14+00:00,777.0,21.08,19.14,22.36,0.0,0.0,,2.0,0.1978534805297852,True,REGULAR,USD,20.75,0.1551807228915662,20.75,mid,0.17540433395206928,2026-09-23,put,0.021917808219178082,757.3900146484375,1.025891528766279
SPY260923P00780000,2026-09-15 14:33:07+00:00,780.0,24.13,21.69,25.27,0.289999,1.2164388,27.0,7.0,0.2124102197265625,True,REGULAR,USD,23.48,0.15247018739352633,23.48,mid,0.18256635933071372,2026-09-23,put,0.021917808219178082,757.3900146484375,1.0298524999198169
SPY260924C00685000,2026-09-11 13:45:54+00:00,685.0,80.63,71.28,75.21,0.0,0.0,,1.0,0.4804739453125,True,REGULAR,USD,73.245,0.05365553962727821,73.245,mid,0.29787203192710876,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9044217467244545
SPY260924C00695000,2026-09-11 13:45:30+00:00,695.0,70.48,61.31,65.25,0.0,0.0,,22.0,0.4303645831298829,True,REGULAR,USD,63.28,0.06226295828065736,63.28,mid,0.2657790446281432,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9176249839029137
SPY260924C00700000,2026-09-11 13:45:39+00:00,700.0,65.53,56.33,60.29,0.0,0.0,,14.0,0.40582869567871094,True,REGULAR,USD,58.31,0.06791287943748929,58.31,mid,0.25130415618419644,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9242266024921433
SPY260924C00720000,2026-09-11 15:53:00+00:00,720.0,45.92,36.67,40.42,0.0,0.0,,2.0,0.3029244512939453,True,REGULAR,USD,38.545,0.09728888312362173,38.545,mid,0.1965222340822219,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9506330768490616
SPY260924C00746000,2026-09-14 18:57:03+00:00,746.0,18.29,14.26,15.13,0.0,0.0,9.0,7.0,0.16535258483886722,True,REGULAR,USD,14.695,0.05920381082000687,14.695,mid,0.1493873134255409,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9849614935130555
SPY260924C00749000,2026-09-11 13:40:25+00:00,749.0,18.37,11.92,12.71,0.0,0.0,,1.0,0.15699085205078128,True,REGULAR,USD,12.315000000000001,0.06414941128704839,12.315000000000001,mid,0.14415170282125472,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9889224646665933
SPY260924C00750000,2026-09-14 15:44:04+00:00,750.0,14.6,11.16,11.94,0.0,0.0,85.0,82.0,0.1544274011230469,True,REGULAR,USD,11.55,0.06753246753246747,11.55,mid,0.14234364300966262,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9902427883844392
SPY260924C00751000,2026-09-14 15:44:06+00:00,751.0,13.82,10.61,11.18,0.0,0.0,183.0,92.0,0.15174188110351564,True,REGULAR,USD,10.895,0.052317576870123936,10.895,mid,0.14269103795289995,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9915631121022851
SPY260924C00752000,2026-09-15 16:26:00+00:00,752.0,9.88,9.73,10.43,-2.5699997,-20.642569,9.0,9.0,0.14899532653808595,True,REGULAR,USD,10.08,0.06944444444444438,10.08,mid,0.1389057566225528,2026-09-24,call,0.024657534246575342,757.3900146484375,0.992883435820131
SPY260924C00753000,2026-09-15 19:10:53+00:00,753.0,8.87,9.03,9.71,-3.3599997,-27.473425,14.0,28.0,0.14649291015625,True,REGULAR,USD,9.370000000000001,0.07257203842049108,9.370000000000001,mid,0.13710940800607208,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9942037595379769
SPY260924C00754000,2026-09-15 17:04:11+00:00,754.0,8.29,8.36,8.99,-2.71,-24.636364,13.0,61.0,0.14362428649902342,True,REGULAR,USD,8.675,0.07262247838616723,8.675,mid,0.13519687689840798,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9955240832558229
SPY260924C00755000,2026-09-15 16:12:18+00:00,755.0,7.45,7.87,8.11,-2.5,-25.12563,25.0,125.0,0.13715462463378908,True,REGULAR,USD,7.99,0.030037546933667,7.99,mid,0.1330409760028124,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9968444069736688
SPY260924C00756000,2026-09-15 20:03:27+00:00,756.0,7.19,7.32,7.43,-2.5399995,-26.104828,54.0,53.0,0.13431651824951174,True,REGULAR,USD,7.375,0.014915254237288058,7.375,mid,0.1319026478379965,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9981647306915147
SPY260924C00757000,2026-09-15 20:05:30+00:00,757.0,6.57,6.7,6.82,-2.3399997,-26.262623,398.0,116.0,0.1324549645996094,True,REGULAR,USD,6.76,0.017751479289940846,6.76,mid,0.13025136932730677,2026-09-24,call,0.024657534246575342,757.3900146484375,0.9994850544093606
SPY260924C00758000,2026-09-15 20:14:38+00:00,758.0,6.14,6.11,6.22,-2.2999997,-27.251183,176.0,91.0,0.13031875549316402,False,REGULAR,USD,6.165,0.01784266017842651,6.165,mid,0.1284978874027729,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0008053781272066
SPY260924C00759000,2026-09-15 19:59:34+00:00,759.0,5.26,5.55,5.66,-2.6499996,-33.501892,181.0,1853.0,0.12848771911621093,False,REGULAR,USD,5.605,0.019625334522747603,5.605,mid,0.12693754725158218,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0021257018450525
SPY260924C00760000,2026-09-15 20:02:59+00:00,760.0,4.92,5.02,5.12,-1.73,-26.015038,160.0,1448.0,0.12653461364746094,False,REGULAR,USD,5.07,0.019723865877712136,5.07,mid,0.12534025177359584,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0034460255628983
SPY260924C00761000,2026-09-15 19:54:56+00:00,761.0,4.13,4.51,4.6,-2.0,-32.626427,69.0,781.0,0.12445943908691406,False,REGULAR,USD,4.555,0.019758507135016437,4.555,mid,0.12358078412711619,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0047663492807444
SPY260924C00762000,2026-09-15 18:32:25+00:00,762.0,3.84,4.03,4.12,-1.8199999,-32.15548,275.0,279.0,0.12262840270996095,False,REGULAR,USD,4.075,0.02208588957055211,4.075,mid,0.12196244567632675,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0060866729985902
SPY260924C00763000,2026-09-15 19:58:50+00:00,763.0,3.35,3.58,3.66,-1.9300003,-36.553036,24.0,299.0,0.1206142626953125,False,REGULAR,USD,3.62,0.022099447513812175,3.62,mid,0.12025603160262105,2026-09-24,call,0.024657534246575342,757.3900146484375,1.007406996716436
SPY260924C00764000,2026-09-15 20:14:31+00:00,764.0,3.18,3.16,3.23,-1.8700001,-37.029705,72.0,181.0,0.1186611572265625,False,REGULAR,USD,3.1950000000000003,0.02190923317683876,3.1950000000000003,mid,0.11855757370591163,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0087273204342821
